shipment_id,booking_date,departure_date,arrival_date,weight_kg,volume_cbm,freight_cost_eur,status,origin_country,destination_country,customer_name,customer_segment,carrier_name,mode,carrier_mode,Anno_Settimana,Giorni_Transito,SLA_Rispettato,Costo_per_Kg,Costo_per_CBM,Categoria_Errore,Insuccesso_Flag
255,2024-05-26,2024-05-28,,"236,0","0,95","646,52",In Transit,Sweden,Italy,Delta Manufacturing,Standard,Maersk Line,Air,Sea,2024-21,,,,,Dati Validi,0
256,2024-08-10,2024-08-12,2024-08-13,"16566,2","69,48","22282,3",Delivered,Italy,Portugal,Riverstone Logistics Partners,SME,Maersk Line,Air,Sea,2024-32,"1,0","1,0",,,Dati Validi,0
257,2024-03-27,2024-03-31,,"13220,2","54,82","30295,27",In Transit,Netherlands,Italy,Green Valley Foods,SME,Maersk Line,Sea,Sea,2024-13,,,"2,291589385939698","552,6317037577527",Dati Validi,0
258,2025-06-05,2025-06-09,2025-07-11,"14233,4","53,2","32942,71",Delivered,Germany,Netherlands,Riverstone Logistics Partners,SME,Emirates SkyCargo,Sea,Air,2025-22,"32,0","1,0",,,Dati Validi,0
259,2024-03-13,2024-03-22,2024-04-11,"20549,6","121,02","50923,29",Delivered,Italy,Portugal,Pinnacle Electronics,Key Account,Maersk,Sea,Sea,2024-11,"20,0","1,0","2,4780672129871144","420,78408527516115",Dati Validi,0
260,2025-04-27,2025-04-29,,"1532,3","8,09","830,55",In Transit,Sweden,Italy,Green Valley Foods,SME,Cosco Shipping,Road,Sea,2025-16,,,,,Dati Validi,0
261,2025-03-01,2025-03-08,2025-03-12,"14109,8","61,17","10893,48",Delivered,Germany,Netherlands,Pinnacle Electronics,Key Account,Cosco Shipping,Air,Sea,2025-08,"4,0","1,0",,,Dati Validi,0
262,2024-11-30,2024-12-07,2025-01-14,"16802,8","67,9","32815,99",Delayed,Sweden,Italy,Atlantic Furniture Co,Standard,Cosco Shipping,Sea,Sea,2024-48,"38,0",,"1,9530072368890898","483,29882179675985",Dati Validi,1
263,2024-03-29,2024-04-05,2024-04-28,"13489,9","85,24","27241,11",Delivered,Italy,UK,Pinnacle Electronics,Key Account,Lufthansa Cargo,Sea,Air,2024-13,"23,0","1,0",,,Dati Validi,0
264,2024-01-12,2024-01-15,2024-02-19,"11530,0","43,11","24665,46",Delivered,Sweden,Italy,Atlantic Furniture Co.,Standard,Maersk,Sea,Sea,2024-02,"35,0","1,0","2,13924197745013","572,151704940849",Dati Validi,0
265,2024-01-31,2024-02-06,2024-02-14,"11548,6","60,96","31914,2",Delivered,Italy,Germany,Atlantic Furniture Co.,Standard,Emirates SkyCargo,Road,Air,2024-05,"8,0","1,0",,,Dati Validi,0
266,2024-02-26,2024-03-05,2024-03-09,"3503,0","13,17","9205,44",Delivered,Italy,USA,Mediterraneo Ceramiche,Standard,,Road,Road,2024-09,"4,0","1,0","2,6278732514987153","698,9703872437358",Anagrafica Carrier Mancante,0
267,2024-01-03,2024-01-04,2024-01-06,"1059,3","5,18","2875,87",Delivered,Germany,Netherlands,Atlantic Furniture Co,Standard,Lufthansa Cargo,Road,Air,2024-01,"2,0","1,0",,,Dati Validi,0
268,2024-08-17,2024-08-23,2024-08-28,"20153,0","101,79","723936,0",Delivered,Spain,Italy,Nordic Textiles AB,Key Account,Cosco Shipping,Road,Sea,2024-33,"5,0","1,0",,,Dati Validi,0
269,2024-07-02,2024-07-06,2024-07-16,"20992,0","130,92","31977,42",Delivered,China,Italy,Atlantic Furniture Co,Standard,Cosco Shipping,Road,Sea,2024-27,"10,0","1,0",,,Dati Validi,0
270,2025-04-12,2025-04-13,2025-05-14,"6450,5","24,1","14164,63",Delivered,Germany,Netherlands,Delta Manufacturing,Standard,DHL Global Forwarding,Sea,Road,2025-14,"31,0","1,0",,,Dati Validi,0
271,2024-09-08,2024-09-11,2024-10-01,"574,8","2,49","1399,93",Delivered,Germany,Netherlands,Green Valley Foods,SME,,Sea,Road,2024-36,"20,0","1,0",,,Anagrafica Carrier Mancante,0
272,2024-11-10,2024-11-12,,"21629,4","101,56","58937,81",In Transit,Spain,Italy,Nordic Textiles AB,Key Account,DHL Global Forwarding,Sea,Road,2024-45,,,,,Dati Validi,0
273,2024-08-25,2024-09-03,2024-10-06,"-19707,9","90,09","43511,29",Delayed,China,Italy,Atlantic Furniture Co.,Standard,Emirates SkyCargo,Sea,Air,2024-34,"33,0",,,,Valori Negativi o Zero,1
274,2024-03-17,2024-03-27,2024-03-29,"14590,6","86,03","16397,81",Delivered,Spain,Italy,Far East Trading Co,Standard,Maersk Line,Road,Sea,2024-11,"2,0","1,0",,,Dati Validi,0
275,2024-10-05,2024-10-09,2024-10-10,"3037,7","11,44","2096,52",Delivered,Italy,Portugal,Pinnacle Electronics,Key Account,DHL Global Forwarding,Air,Road,2024-40,"1,0","1,0",,,Dati Validi,0
276,2024-05-03,2024-05-12,,"4607,6","23,48","4865,53",Cancelled,Spain,Italy,Mediterraneo Ceramiche,Standard,,Air,Road,2024-18,,,,,Anagrafica Carrier Mancante,1
277,2024-08-08,2024-08-14,2024-08-18,"15659,9","53,04","21223,45",Delivered,China,Italy,Atlantic Furniture Co.,Standard,Emirates SkyCargo,Road,Air,2024-32,"4,0","1,0",,,Dati Validi,0
278,2025-02-18,2025-02-26,2025-04-04,"12125,2","73,84","8143,47",Delayed,China,Italy,Delta Manufacturing,Standard,Emirates SkyCargo,Sea,Air,2025-07,"37,0",,,,Dati Validi,1
279,2024-05-13,2024-05-17,2024-06-18,"15114,0","52,0","9349,15",Delivered,Italy,UK,Atlantic Furniture Co,Standard,MSC,Sea,Sea,2024-20,"32,0","1,0","0,6185754929204711","179,79134615384615",Dati Validi,0
280,2025-03-30,2025-04-02,,"18254,4","91,39","9383,66",Cancelled,Italy,UK,Atlantic Furniture Co,Standard,MSC,Sea,Sea,2025-12,,,"0,5140492155315978","102,67709815078236",Dati Validi,1
281,2025-05-23,2025-05-24,2025-06-01,"9415,3","46,36","24437,06",Delayed,Spain,Italy,Atlantic Furniture Co.,Standard,CMA CGM,Road,Sea,2025-20,"8,0",,,,Dati Validi,1
282,2024-10-29,2024-11-06,,"10564,7","64,75","14134,07",In Transit,Italy,UK,Mediterraneo Ceramiche,Standard,Maersk Line,Sea,Sea,2024-44,,,"1,3378581502550946","218,28679536679536",Dati Validi,0
283,2024-01-20,2024-01-27,2024-02-27,"12002,2","53,89","31316,63",Delivered,Germany,Netherlands,Riverstone Logistics Partners,SME,Cosco Shipping,Sea,Sea,2024-03,"31,0","1,0","2,6092408058522603","581,1213583225089",Dati Validi,0
284,2024-11-22,2024-12-02,2024-12-29,"19712,0","73,89","11053,72",Delivered,China,Italy,Pinnacle Electronics,Key Account,Emirates SkyCargo,Sea,Air,2024-47,"27,0","1,0",,,Dati Validi,0
285,2024-06-12,2024-06-14,2024-06-19,"5343,3","23,23","12592,05",Delayed,Italy,UK,Far East Trading Co,Standard,DHL Global Forwarding,Road,Road,2024-24,"5,0",,"2,356605468530683","542,0598364184244",Dati Validi,1
286,2024-06-29,2024-07-03,2024-07-08,"17746,3","69,69","46085,82",Delivered,Sweden,Italy,Sunrise Apparel Ltd,Key Account,CMA CGM,Air,Sea,2024-26,"5,0","1,0",,,Dati Validi,0
287,2024-07-11,2024-07-19,2024-07-29,"3903,5","25,07","2348,19",Delivered,Sweden,Italy,Pinnacle Electronics ,Key Account,DHL Global Forwarding,Road,Road,2024-28,"10,0","1,0","0,6015601383373895","93,66533705624252",Dati Validi,0
288,2024-12-05,2024-12-15,,"2914,2","11,32","7937,21",Cancelled,China,Italy,Nordic Textiles AB,Key Account,Cosco Shipping,Air,Sea,2024-49,,,,,Dati Validi,1
289,2024-05-25,2024-05-27,,"8059,3","50,1","17132,87",Cancelled,Sweden,Italy,Green Valley Foods,SME,MSC,Sea,Sea,2024-21,,,"2,1258508803494096","341,97345309381234",Dati Validi,1
290,2024-11-26,2024-11-29,2024-12-01,"20873,8","77,66","56753,14",Delayed,Netherlands,Italy,Coastal Imports,SME,Maersk,Air,Sea,2024-48,"2,0",,,,Dati Validi,1
291,2024-08-16,2024-08-26,2024-08-30,"6784,8","26,79","5092,69",Delivered,Italy,USA,Atlantic Furniture Co.,Standard,Cosco Shipping,Road,Sea,2024-33,"4,0","1,0",,,Dati Validi,0
292,2024-07-05,2024-07-15,,"21287,3","116,24","37786,45",Cancelled,China,Italy,Pinnacle Electronics ,Key Account,CMA CGM,Road,Sea,2024-27,,,,,Dati Validi,1
293,2024-08-31,2024-09-06,2024-09-13,"14014,3","47,59","33526,26",Delivered,Italy,Germany,Atlantic Furniture Co.,Standard,DHL Global Forwarding,Road,Road,2024-35,"7,0","1,0","2,392289304496122","704,4811935280521",Dati Validi,0
294,2024-09-28,2024-10-02,2024-10-04,"1538,1","8,16","1064,49",Delayed,China,Italy,Pinnacle Electronics ,Key Account,DHL Global Forwarding,Air,Road,2024-39,"2,0",,,,Dati Validi,1
295,2024-06-19,2024-06-26,2024-07-05,"7759,5","37,61","18864,56",Delivered,Spain,Italy,Pinnacle Electronics,Key Account,,Road,Road,2024-25,"9,0","1,0","2,431156646691153","501,5836213772933",Anagrafica Carrier Mancante,0
296,2024-03-16,2024-03-17,2024-04-15,"7045,8","24,07","4182,58",Delivered,Italy,Portugal,Coastal Imports,SME,Lufthansa Cargo,Sea,Air,2024-11,"29,0","1,0",,,Dati Validi,0
297,2024-04-05,2024-04-11,2024-04-20,"730,3","2,51","942,73",Delayed,Italy,Germany,Pinnacle Electronics,Key Account,Maersk Line,Road,Sea,2024-14,"9,0",,,,Dati Validi,1
298,2024-07-29,2024-08-02,2024-09-04,"12212,8","42,28","20997,79",Delayed,Italy,USA,Atlantic Furniture Co.,Standard,MSC,Sea,Sea,2024-31,"33,0",,"1,719326444386218","496,6364711447493",Dati Validi,1
299,2025-02-06,2025-02-16,,"10826,3","68,44","4510,33",Cancelled,China,Italy,Delta Manufacturing,Standard,Lufthansa Cargo,Sea,Air,2025-05,,,,,Dati Validi,1
300,2024-01-27,2024-01-31,2024-02-25,"6455,3","39,78","15812,32",Delayed,Italy,Germany,Riverstone Logistics Partners,SME,,Sea,Road,2024-04,"25,0",,,,Anagrafica Carrier Mancante,1
301,2024-04-03,2024-04-12,2024-04-16,"8193,9","39,54","7012,4",Delivered,Netherlands,Italy,Pinnacle Electronics,Key Account,,Air,Road,2024-14,"4,0","1,0",,,Anagrafica Carrier Mancante,0
302,2024-10-02,2024-10-12,2024-10-13,"16561,6","66,21","10201,65",Delivered,Italy,UK,Mediterraneo Ceramiche,Standard,,Air,Road,2024-40,"1,0","1,0",,,Anagrafica Carrier Mancante,0
303,2024-03-03,2024-03-10,2024-03-20,"21245,5","83,95","56492,97",Delivered,Italy,UK,Far East Trading Co,Standard,CMA CGM,Road,Sea,2024-09,"10,0","1,0",,,Dati Validi,0
304,2025-02-08,2025-02-09,,"19815,0","73,37","40413,94",In Transit,Italy,Germany,Sunrise Apparel Ltd,Key Account,,Air,Road,2025-05,,,,,Anagrafica Carrier Mancante,0
305,2024-08-04,2024-08-08,2024-09-01,"9343,1","31,33","13899,3",Delivered,Sweden,Italy,Atlantic Furniture Co,Standard,,Sea,Road,2024-31,"24,0","1,0",,,Anagrafica Carrier Mancante,0
306,2024-11-23,2024-11-25,2024-11-28,"12262,2","52,67","30346,6",Delivered,Netherlands,Italy,Riverstone Logistics Partners,SME,Maersk Line,Road,Sea,2024-47,"3,0","1,0",,,Dati Validi,0
307,2025-02-28,2025-03-03,,"12955,2","49,12","34771,85",In Transit,Italy,Germany,Nordic Textiles AB,Key Account,Cosco Shipping,Air,Sea,2025-08,,,,,Dati Validi,0
308,2024-12-18,2024-12-25,2024-12-28,"14422,6","61,16","22253,46",Delivered,Germany,Netherlands,Coastal Imports,SME,Maersk,Air,Sea,2024-51,"3,0","1,0",,,Dati Validi,0
309,2024-02-09,2024-02-16,2024-02-23,"5264,9","20,11","14105,37",Delayed,Spain,Italy,Pinnacle Electronics,Key Account,Maersk Line,Road,Sea,2024-06,"7,0",,,,Dati Validi,1
310,2024-10-14,2024-10-22,,"5053,7","25,91","11362,93",Cancelled,Netherlands,Italy,Nordic Textiles AB,Key Account,DHL Global Forwarding,Air,Road,2024-42,,,,,Dati Validi,1
311,2024-04-01,2024-04-05,2024-04-14,"20099,9","95,23","31640,99",Delivered,Spain,Italy,Green Valley Foods,SME,Emirates SkyCargo,Road,Air,2024-14,"9,0","1,0",,,Dati Validi,0
312,2024-03-08,2024-03-13,2024-03-23,"3027,5","10,9","7660,36",Delivered,Sweden,Italy,Green Valley Foods,SME,MSC,Road,Sea,2024-10,"10,0","1,0",,,Dati Validi,0
313,2024-02-03,2024-02-11,2024-03-03,"15516,7","81,2","37100,91",Delivered,Italy,UK,Sunrise Apparel Ltd,Key Account,Lufthansa Cargo,Sea,Air,2024-05,"21,0","1,0",,,Dati Validi,0
314,2024-09-04,2024-09-10,,"9842,0","33,47","15389,78",In Transit,China,Italy,Riverstone Logistics Partners,SME,Maersk,Road,Sea,2024-36,,,,,Dati Validi,0
315,2024-10-18,2024-10-19,2024-10-23,"3625,8","15,37","10196,94",Delivered,Italy,Germany,Green Valley Foods,SME,Maersk Line,Air,Sea,2024-42,"4,0","1,0",,,Dati Validi,0
316,2024-10-02,2024-10-09,2024-10-19,"19028,6","64,49","38982,51",Delivered,Italy,UK,Riverstone Logistics Partners,SME,Lufthansa Cargo,Road,Air,2024-40,"10,0","1,0",,,Dati Validi,0
317,2024-08-17,2024-08-22,2024-08-28,"21276,2","86,34","30333,04",Delayed,China,Italy,Atlantic Furniture Co.,Standard,Maersk Line,Road,Sea,2024-33,"6,0",,,,Dati Validi,1
318,2025-04-22,2025-04-27,,"13738,2","57,8","6137,34",Cancelled,Italy,UK,Green Valley Foods,SME,,Air,Road,2025-16,,,,,Anagrafica Carrier Mancante,1
319,2024-11-01,2024-11-03,2024-11-12,"7431,4","38,81","8918,41",Delivered,Netherlands,Italy,Green Valley Foods,SME,Cosco Shipping,Road,Sea,2024-44,"9,0","1,0",,,Dati Validi,0
320,2025-06-13,2025-06-17,,"18868,1","69,49","26008,06",Cancelled,Sweden,Italy,Riverstone Logistics Partners,SME,Emirates SkyCargo,Sea,Air,2025-23,,,,,Dati Validi,1
321,2024-10-29,2024-11-03,2024-11-11,"8572,6","55,2","18247,24",Delivered,Italy,Portugal,Atlantic Furniture Co.,Standard,MSC,Road,Sea,2024-44,"8,0","1,0",,,Dati Validi,0
322,2025-05-02,2025-05-08,2025-05-18,"18607,0","67,39","46697,65",Delivered,Italy,UK,Sunrise Apparel Ltd,Key Account,DHL Global Forwarding,Road,Road,2025-17,"10,0","1,0","2,509681840167679","692,9462828312807",Dati Validi,0
323,2024-07-06,2024-07-12,2024-08-21,"4928,5","26,86","12476,21",Delivered,Netherlands,Italy,Atlantic Furniture Co,Standard,,Sea,Road,2024-27,"40,0","1,0",,,Anagrafica Carrier Mancante,0
324,2025-04-19,2025-04-21,2025-04-25,"19067,3","80,27","50914,49",Delivered,Netherlands,Italy,Green Valley Foods,SME,DHL Global Forwarding,Air,Road,2025-15,"4,0","1,0",,,Dati Validi,0
325,2024-11-01,2024-11-08,,"18800,6","110,2","16751,13",Cancelled,Spain,Italy,Sunrise Apparel Ltd,Key Account,Cosco Shipping,Sea,Sea,2024-44,,,"0,8909891173685948","152,00662431941925",Dati Validi,1
326,2024-07-03,2024-07-05,2024-08-09,"13901,2","78,75","26780,84",Delivered,Italy,USA,Coastal Imports,SME,,Sea,Road,2024-27,"35,0","1,0",,,Anagrafica Carrier Mancante,0
327,2025-05-16,2025-05-18,,"9570,0","44,63","13898,95",In Transit,Sweden,Italy,Delta Manufacturing,Standard,Lufthansa Cargo,Sea,Air,2025-19,,,,,Dati Validi,0
328,2025-01-17,2025-01-18,,"18339,4","102,69","37391,87",Cancelled,Italy,UK,Nordic Textiles AB,Key Account,MSC,Road,Sea,2025-02,,,,,Dati Validi,1
329,2024-11-15,2024-11-18,2024-11-21,"11098,2","56,65","6244,25",Delivered,Italy,USA,Sunrise Apparel Ltd,Key Account,Lufthansa Cargo,Road,Air,2024-46,"3,0","1,0",,,Dati Validi,0
330,2025-06-20,2025-06-26,2025-07-04,"21900,6","108,74","56314,01",Delayed,Germany,Netherlands,Delta Manufacturing,Standard,,Road,Road,2025-24,"8,0",,"2,571345533912313","517,8775979400405",Anagrafica Carrier Mancante,1
331,2024-08-21,2024-08-25,2024-08-27,"16163,0","67,78","13198,63",Delivered,China,Italy,Sunrise Apparel Ltd,Key Account,Maersk Line,Air,Sea,2024-34,"2,0","1,0",,,Dati Validi,0
332,2024-02-19,2024-02-29,2024-03-01,"2423,1","8,8","1340,27",Delayed,Netherlands,Italy,Riverstone Logistics Partners,SME,MSC,Air,Sea,2024-08,"1,0",,,,Dati Validi,1
333,2024-09-15,2024-09-23,2024-10-17,"15309,5","62,6","17469,24",Delivered,Germany,Netherlands,Mediterraneo Ceramiche,Standard,CMA CGM,Sea,Sea,2024-37,"24,0","1,0","1,1410718834710476","279,0613418530352",Dati Validi,0
334,2025-03-04,2025-03-06,2025-03-11,"13608,5","70,73","31298,19",Delayed,Sweden,Italy,Riverstone Logistics Partners,SME,Cosco Shipping,Air,Sea,2025-09,"5,0",,,,Dati Validi,1
335,2024-07-25,2024-07-31,2024-08-04,"3570,2","15,37","142789,8",Delivered,Germany,Netherlands,Coastal Imports,SME,Lufthansa Cargo,Air,Air,2024-30,"4,0","1,0","39,99490224637275","9290,162654521795",Dati Validi,0
336,2024-01-14,2024-01-16,,"12652,7","56,46","34215,25",Cancelled,China,Italy,Mediterraneo Ceramiche,Standard,DHL Global Forwarding,Sea,Road,2024-02,,,,,Dati Validi,1
337,2025-04-12,2025-04-17,2025-04-20,"1149,3","4,23","3219,17",Delivered,Italy,UK,Atlantic Furniture Co,Standard,Maersk,Air,Sea,2025-14,"3,0","1,0",,,Dati Validi,0
338,2024-04-07,2024-04-08,,"3087,8","12,5","4033,82",Cancelled,Italy,Germany,Green Valley Foods,SME,DHL Global Forwarding,Air,Road,2024-14,,,,,Dati Validi,1
339,2025-01-16,2025-01-22,2025-01-26,"8847,1","30,06","9495,68",Delivered,Italy,Germany,Coastal Imports,SME,Emirates SkyCargo,Road,Air,2025-02,"4,0","1,0",,,Dati Validi,0
340,2024-04-25,2024-04-28,,"3548,7","16,71","6781,62",Cancelled,Sweden,Italy,Mediterraneo Ceramiche,Standard,CMA CGM,Road,Sea,2024-17,,,,,Dati Validi,1
341,2025-01-02,2025-01-12,,"15074,0","54,66","41342,22",Cancelled,Spain,Italy,Riverstone Logistics Partners,SME,,Sea,Road,2025-00,,,,,Anagrafica Carrier Mancante,1
342,2024-02-17,2024-02-19,2024-02-22,"6947,5","27,17","14401,42",Delayed,Italy,Portugal,Mediterraneo Ceramiche,Standard,Maersk,Air,Sea,2024-07,"3,0",,,,Dati Validi,1
343,2025-06-15,2025-06-24,2025-06-27,"14574,6","77,82","18210,53",Delivered,Italy,USA,Coastal Imports,SME,Lufthansa Cargo,Road,Air,2025-23,"3,0","1,0",,,Dati Validi,0
344,2024-01-12,2024-01-15,,"10350,9","46,13","8562,35",Cancelled,China,Italy,Pinnacle Electronics,Key Account,Maersk Line,Road,Sea,2024-02,,,,,Dati Validi,1
345,2024-02-21,2024-03-01,,"14170,8","67,32","13871,33",In Transit,Netherlands,Italy,Green Valley Foods,SME,Lufthansa Cargo,Air,Air,2024-08,,,"0,9788671070087787","206,05065359477126",Dati Validi,0
346,2025-04-02,2025-04-08,2025-05-01,"16408,0","107,48","22512,87",Delivered,Italy,Portugal,Coastal Imports,SME,,Sea,Road,2025-13,"23,0","1,0",,,Anagrafica Carrier Mancante,0
347,2025-06-04,2025-06-13,2025-07-09,"14788,9","50,55","18880,8",Delayed,Netherlands,Italy,Far East Trading Co,Standard,MSC,Sea,Sea,2025-22,"26,0",,"1,2766872451636024","373,5074183976261",Dati Validi,1
348,2025-04-29,2025-05-05,2025-05-09,"2188,7","8,8","1061,32",Delivered,Germany,Netherlands,Sunrise Apparel Ltd,Key Account,,Air,Road,2025-17,"4,0","1,0",,,Anagrafica Carrier Mancante,0
349,2025-01-17,2025-01-19,2025-01-21,"10858,7","39,74","23887,19",Delivered,Germany,Netherlands,Riverstone Logistics Partners,SME,Emirates SkyCargo,Road,Air,2025-02,"2,0","1,0",,,Dati Validi,0
350,2025-02-06,2025-02-10,,"17202,2","66,8","11525,08",Cancelled,Italy,Germany,Delta Manufacturing,Standard,Lufthansa Cargo,Sea,Air,2025-05,,,,,Dati Validi,1
351,2025-05-31,2025-06-03,2025-06-07,"11691,5","74,33","31264,56",Delivered,Italy,Portugal,Riverstone Logistics Partners,SME,Maersk,Air,Sea,2025-21,"4,0","1,0",,,Dati Validi,0
352,2024-05-11,2024-05-13,2024-06-14,"13232,0","46,85","21486,36",Delayed,Sweden,Italy,Mediterraneo Ceramiche,Standard,Cosco Shipping,Sea,Sea,2024-19,"32,0",,"1,6238180169286578","458,6202774813234",Dati Validi,1
353,2024-12-17,2024-12-22,,"2977,5","14,05","6505,25",Cancelled,Spain,Italy,Coastal Imports,SME,Lufthansa Cargo,Air,Air,2024-51,,,"2,1848026868178003","463,0071174377224",Dati Validi,1
354,2024-08-10,2024-08-14,,"15730,7","62,18","41167,09",In Transit,Germany,Netherlands,Delta Manufacturing,Standard,Cosco Shipping,Air,Sea,2024-32,,,,,Dati Validi,0
355,2024-11-26,2024-11-28,,"10594,1","44,97","21396,79",In Transit,Germany,Netherlands,Pinnacle Electronics ,Key Account,Maersk Line,Road,Sea,2024-48,,,,,Dati Validi,0
356,2024-01-14,2024-01-23,2024-01-24,"8410,1","53,24","4650,01",Delivered,Spain,Italy,Pinnacle Electronics ,Key Account,Cosco Shipping,Air,Sea,2024-02,"1,0","1,0",,,Dati Validi,0
357,2024-05-29,2024-05-30,2024-06-05,"16591,4","107,15","39136,43",Delivered,Netherlands,Italy,Atlantic Furniture Co.,Standard,Emirates SkyCargo,Road,Air,2024-22,"6,0","1,0",,,Dati Validi,0
358,2025-02-02,2025-02-06,,"17540,5","68,94","36253,31",Cancelled,Germany,Netherlands,Riverstone Logistics Partners,SME,Cosco Shipping,Sea,Sea,2025-04,,,"2,066834468800775","525,8675659994198",Dati Validi,1
359,2024-02-25,2024-02-26,2024-02-29,"13671,3","51,18","34358,56",Delivered,Italy,USA,Pinnacle Electronics,Key Account,CMA CGM,Air,Sea,2024-08,"3,0","1,0",,,Dati Validi,0
360,2024-07-20,2024-07-24,2024-07-30,"3944,5","15,63","3458,7",Delivered,Germany,Netherlands,Riverstone Logistics Partners,SME,DHL Global Forwarding,Road,Road,2024-29,"6,0","1,0","0,876841171251109","221,2859884836852",Dati Validi,0
361,2025-03-14,2025-03-19,2025-03-24,"2905,0","12,23","3105,67",Delivered,China,Italy,Far East Trading Co,Standard,Maersk,Air,Sea,2025-10,"5,0","1,0",,,Dati Validi,0
362,2024-11-26,2024-12-06,,"20515,8","84,66","41018,11",Cancelled,Sweden,Italy,Pinnacle Electronics ,Key Account,Maersk Line,Sea,Sea,2024-48,,,"1,9993424580079744","484,50401606425703",Dati Validi,1
363,2024-11-21,2024-11-30,2024-12-02,"11477,3","42,84","9220,94",Delivered,Italy,Germany,Coastal Imports,SME,Cosco Shipping,Air,Sea,2024-47,"2,0","1,0",,,Dati Validi,0
364,2024-08-06,2024-08-12,2024-08-15,"-6494,0","22,2","12450,07",Delivered,Italy,UK,Pinnacle Electronics,Key Account,Maersk,Air,Sea,2024-32,"3,0","1,0",,,Valori Negativi o Zero,0
365,2025-04-01,2025-04-05,,"20213,4","108,34","10379,87",In Transit,Italy,USA,Far East Trading Co,Standard,MSC,Sea,Sea,2025-13,,,"0,5135143023934617","95,80828872069412",Dati Validi,0
366,2024-10-16,2024-10-17,,"16962,4","74,68","27715,85",Cancelled,Netherlands,Italy,Pinnacle Electronics,Key Account,Maersk,Air,Sea,2024-42,,,,,Dati Validi,1
367,2024-03-25,2024-03-27,,"11858,5","78,48","6891,37",Cancelled,Germany,Netherlands,Delta Manufacturing,Standard,Lufthansa Cargo,Air,Air,2024-13,,,"0,581133364253489","87,8105249745158",Dati Validi,1
368,2025-03-21,2025-03-23,2025-04-16,"10130,0","50,71","6248,8",Delivered,Italy,UK,Sunrise Apparel Ltd,Key Account,CMA CGM,Sea,Sea,2025-11,"24,0","1,0","0,6168608094768016","123,22618812857425",Dati Validi,0
369,2024-09-21,2024-09-28,2024-10-30,"13883,3","64,59","6401,78",Delivered,Italy,UK,Delta Manufacturing,Standard,Cosco Shipping,Sea,Sea,2024-38,"32,0","1,0","0,4611137121577723","99,11410435051864",Dati Validi,0
370,2024-02-16,2024-02-18,,"2379,7","8,88","2753,26",In Transit,Italy,Germany,Far East Trading Co,Standard,MSC,Road,Sea,2024-07,,,,,Dati Validi,0
371,2025-04-30,2025-05-03,2025-05-08,"3043,6","14,59","7283,78",Delivered,China,Italy,Mediterraneo Ceramiche,Standard,CMA CGM,Air,Sea,2025-17,"5,0","1,0",,,Dati Validi,0
372,2024-01-12,2024-01-21,2024-01-26,"2755,0","18,27","5285,09",Delivered,Italy,USA,Riverstone Logistics Partners,SME,Maersk Line,Air,Sea,2024-02,"5,0","1,0",,,Dati Validi,0
373,2024-08-04,2024-08-11,,"11300,5","64,89","10850,4",Cancelled,Italy,USA,Atlantic Furniture Co,Standard,Emirates SkyCargo,Sea,Air,2024-31,,,,,Dati Validi,1
374,2025-04-17,2025-04-26,2025-05-18,"14793,5","78,86","13179,8",Delivered,China,Italy,Sunrise Apparel Ltd,Key Account,Maersk,Sea,Sea,2025-15,"22,0","1,0","0,8909183087166661","167,12908952574182",Dati Validi,0
375,2024-04-12,2024-04-17,2024-05-26,"19807,6","100,21","29611,68",Delivered,Italy,UK,Green Valley Foods,SME,DHL Global Forwarding,Sea,Road,2024-15,"39,0","1,0",,,Dati Validi,0
376,2024-11-19,2024-11-26,2024-11-30,"6925,1","25,85","14881,25",Delivered,Italy,USA,Delta Manufacturing,Standard,Maersk Line,Road,Sea,2024-47,"4,0","1,0",,,Dati Validi,0
377,2025-05-06,2025-05-14,2025-06-17,"17056,1","76,47","11553,41",Delivered,Italy,USA,Delta Manufacturing,Standard,DHL Global Forwarding,Sea,Road,2025-18,"34,0","1,0",,,Dati Validi,0
378,2024-07-20,2024-07-25,2024-09-03,"16017,0","56,43","39336,68",Delivered,Germany,Netherlands,Atlantic Furniture Co,Standard,Emirates SkyCargo,Sea,Air,2024-29,"40,0","1,0",,,Dati Validi,0
379,2024-02-07,2024-02-16,,"19673,0","85,18","38845,63",In Transit,Italy,UK,Coastal Imports,SME,CMA CGM,Road,Sea,2024-06,,,,,Dati Validi,0
380,2024-05-17,2024-05-25,,"2037,7","9,96","1000,49",In Transit,Netherlands,Italy,Pinnacle Electronics,Key Account,Lufthansa Cargo,Road,Air,2024-20,,,,,Dati Validi,0
381,2025-04-01,2025-04-04,,"20874,2","83,86","57138,95",In Transit,Sweden,Italy,Coastal Imports,SME,Maersk Line,Road,Sea,2025-13,,,,,Dati Validi,0
382,2025-05-14,2025-05-18,2025-06-09,"8159,1","52,16","7680,36",Delivered,Italy,UK,Mediterraneo Ceramiche,Standard,DHL Global Forwarding,Sea,Road,2025-19,"22,0","1,0",,,Dati Validi,0
383,2024-02-17,2024-02-18,2024-02-21,"15497,0","67,91","37397,91",Delivered,Italy,Portugal,Green Valley Foods,SME,CMA CGM,Air,Sea,2024-07,"3,0","1,0",,,Dati Validi,0
384,2025-01-20,2025-01-27,,"14390,7","52,27","23782,33",In Transit,Sweden,Italy,Delta Manufacturing,Standard,Cosco Shipping,Road,Sea,2025-03,,,,,Dati Validi,0
